"","name","gender","count","year","rank"
"1","Mary","F",51479,1960,1
"2","Susan","F",39198,1960,2
"3","Linda","F",37315,1960,3
"4","Karen","F",36385,1960,4
"5","Donna","F",34132,1960,5
"6","Lisa","F",33705,1960,6
"7","Patricia","F",32102,1960,7
"8","Debra","F",26738,1960,8
"9","Cynthia","F",26724,1960,9
"10","Deborah","F",25271,1960,10
"11","Sandra","F",24573,1960,11
"12","Barbara","F",24443,1960,12
"13","Brenda","F",23956,1960,13
"14","Pamela","F",22098,1960,14
"15","Nancy","F",21899,1960,15
"16","Sharon","F",20427,1960,16
"17","Cheryl","F",19125,1960,17
"18","Elizabeth","F",18856,1960,18
"19","Teresa","F",18833,1960,19
"20","Lori","F",18686,1960,20
"21","Mary","F",47660,1961,1
"22","Lisa","F",42693,1961,2
"23","Susan","F",37521,1961,3
"24","Linda","F",35572,1961,4
"25","Karen","F",34688,1961,5
"26","Patricia","F",28860,1961,6
"27","Donna","F",28667,1961,7
"28","Cynthia","F",24376,1961,8
"29","Sandra","F",24137,1961,9
"30","Deborah","F",24086,1961,10
"31","Brenda","F",23769,1961,11
"32","Barbara","F",22984,1961,12
"33","Debra","F",22150,1961,13
"34","Lori","F",21873,1961,14
"35","Pamela","F",21682,1961,15
"36","Nancy","F",20710,1961,16
"37","Sharon","F",20441,1961,17
"38","Teresa","F",18900,1961,18
"39","Elizabeth","F",18847,1961,19
"40","Cheryl","F",18289,1961,20
"41","Lisa","F",46085,1962,1
"42","Mary","F",43494,1962,2
"43","Susan","F",35746,1962,3
"44","Karen","F",35183,1962,4
"45","Linda","F",31462,1962,5
"46","Patricia","F",26540,1962,6
"47","Donna","F",25726,1962,7
"48","Cynthia","F",24018,1962,8
"49","Deborah","F",22892,1962,9
"50","Sandra","F",22415,1962,10
"51","Lori","F",22389,1962,11
"52","Pamela","F",21276,1962,12
"53","Brenda","F",21272,1962,13
"54","Barbara","F",20651,1962,14
"55","Debra","F",20603,1962,15
"56","Kimberly","F",20363,1962,16
"57","Sharon","F",19626,1962,17
"58","Teresa","F",18514,1962,18
"59","Nancy","F",18028,1962,19
"60","Elizabeth","F",17800,1962,20
"61","Lisa","F",56038,1963,1
"62","Mary","F",41550,1963,2
"63","Susan","F",33991,1963,3
"64","Karen","F",32484,1963,4
"65","Linda","F",27710,1963,5
"66","Donna","F",25396,1963,6
"67","Patricia","F",25357,1963,7
"68","Lori","F",23905,1963,8
"69","Sandra","F",21607,1963,9
"70","Cynthia","F",21591,1963,10
"71","Kimberly","F",21232,1963,11
"72","Tammy","F",21188,1963,12
"73","Deborah","F",21063,1963,13
"74","Pamela","F",20582,1963,14
"75","Brenda","F",19604,1963,15
"76","Laura","F",18507,1963,16
"77","Barbara","F",18286,1963,17
"78","Teresa","F",17966,1963,18
"79","Sharon","F",17797,1963,19
"80","Elizabeth","F",17590,1963,20
"81","Lisa","F",54276,1964,1
"82","Mary","F",40984,1964,2
"83","Susan","F",31515,1964,3
"84","Karen","F",30244,1964,4
"85","Patricia","F",26085,1964,5
"86","Kimberly","F",24127,1964,6
"87","Donna","F",23808,1964,7
"88","Linda","F",23630,1964,8
"89","Cynthia","F",20323,1964,9
"90","Tammy","F",20047,1964,10
"91","Pamela","F",19820,1964,11
"92","Deborah","F",19304,1964,12
"93","Sandra","F",19248,1964,13
"94","Laura","F",18971,1964,14
"95","Lori","F",18626,1964,15
"96","Elizabeth","F",17282,1964,16
"97","Julie","F",17282,1964,17
"98","Brenda","F",17103,1964,18
"99","Barbara","F",16472,1964,19
"100","Sharon","F",16444,1964,20
"101","Lisa","F",60263,1965,1
"102","Mary","F",34272,1965,2
"103","Karen","F",32875,1965,3
"104","Kimberly","F",28832,1965,4
"105","Susan","F",26330,1965,5
"106","Patricia","F",23552,1965,6
"107","Donna","F",19696,1965,7
"108","Linda","F",19338,1965,8
"109","Cynthia","F",19247,1965,9
"110","Angela","F",18753,1965,10
"111","Tammy","F",18005,1965,11
"112","Pamela","F",17478,1965,12
"113","Deborah","F",17082,1965,13
"114","Julie","F",16988,1965,14
"115","Sandra","F",16372,1965,15
"116","Elizabeth","F",16318,1965,16
"117","Laura","F",16217,1965,17
"118","Michelle","F",16215,1965,18
"119","Lori","F",15699,1965,19
"120","Jennifer","F",15206,1965,20
"121","Lisa","F",56914,1966,1
"122","Kimberly","F",32229,1966,2
"123","Mary","F",28883,1966,3
"124","Michelle","F",27151,1966,4
"125","Karen","F",25444,1966,5
"126","Susan","F",23770,1966,6
"127","Patricia","F",20116,1966,7
"128","Tammy","F",18624,1966,8
"129","Angela","F",18531,1966,9
"130","Jennifer","F",18218,1966,10
"131","Cynthia","F",17413,1966,11
"132","Donna","F",17028,1966,12
"133","Julie","F",16328,1966,13
"134","Pamela","F",16255,1966,14
"135","Deborah","F",16250,1966,15
"136","Elizabeth","F",15889,1966,16
"137","Sandra","F",15851,1966,17
"138","Linda","F",15560,1966,18
"139","Christine","F",15549,1966,19
"140","Laura","F",15545,1966,20
"141","Lisa","F",52431,1967,1
"142","Kimberly","F",33101,1967,2
"143","Michelle","F",30823,1967,3
"144","Mary","F",25314,1967,4
"145","Susan","F",22258,1967,5
"146","Karen","F",21543,1967,6
"147","Angela","F",19540,1967,7
"148","Tammy","F",18656,1967,8
"149","Melissa","F",18374,1967,9
"150","Jennifer","F",18236,1967,10
"151","Patricia","F",17745,1967,11
"152","Amy","F",16129,1967,12
"153","Elizabeth","F",16112,1967,13
"154","Christine","F",15990,1967,14
"155","Laura","F",15817,1967,15
"156","Julie","F",15542,1967,16
"157","Pamela","F",15369,1967,17
"158","Cynthia","F",15339,1967,18
"159","Donna","F",14786,1967,19
"160","Sandra","F",14737,1967,20
"161","Lisa","F",49528,1968,1
"162","Michelle","F",33210,1968,2
"163","Kimberly","F",31910,1968,3
"164","Jennifer","F",26850,1968,4
"165","Melissa","F",21729,1968,5
"166","Mary","F",21721,1968,6
"167","Angela","F",20665,1968,7
"168","Tammy","F",20052,1968,8
"169","Karen","F",19557,1968,9
"170","Susan","F",19512,1968,10
"171","Laura","F",18743,1968,11
"172","Kelly","F",17136,1968,12
"173","Amy","F",17090,1968,13
"174","Christine","F",16515,1968,14
"175","Patricia","F",15805,1968,15
"176","Julie","F",15752,1968,16
"177","Elizabeth","F",14890,1968,17
"178","Tina","F",14769,1968,18
"179","Cynthia","F",14051,1968,19
"180","Pamela","F",14030,1968,20
"181","Lisa","F",45034,1969,1
"182","Michelle","F",34320,1969,2
"183","Jennifer","F",33705,1969,3
"184","Kimberly","F",33078,1969,4
"185","Melissa","F",23026,1969,5
"186","Amy","F",21469,1969,6
"187","Angela","F",21051,1969,7
"188","Mary","F",19853,1969,8
"189","Tammy","F",19054,1969,9
"190","Laura","F",17922,1969,10
"191","Susan","F",17812,1969,11
"192","Julie","F",17739,1969,12
"193","Karen","F",17631,1969,13
"194","Christine","F",16754,1969,14
"195","Kelly","F",16327,1969,15
"196","Elizabeth","F",15303,1969,16
"197","Tracy","F",15099,1969,17
"198","Patricia","F",14956,1969,18
"199","Stephanie","F",14489,1969,19
"200","Lori","F",14018,1969,20
"201","Jennifer","F",46160,1970,1
"202","Lisa","F",38958,1970,2
"203","Kimberly","F",34139,1970,3
"204","Michelle","F",34052,1970,4
"205","Amy","F",25211,1970,5
"206","Angela","F",24924,1970,6
"207","Melissa","F",23743,1970,7
"208","Tammy","F",19586,1970,8
"209","Mary","F",19200,1970,9
"210","Tracy","F",18467,1970,10
"211","Julie","F",17163,1970,11
"212","Karen","F",16702,1970,12
"213","Laura","F",16493,1970,13
"214","Christine","F",16059,1970,14
"215","Susan","F",15743,1970,15
"216","Dawn","F",15678,1970,16
"217","Stephanie","F",15390,1970,17
"218","Elizabeth","F",15123,1970,18
"219","Heather","F",14665,1970,19
"220","Kelly","F",14610,1970,20
"221","Jennifer","F",56784,1971,1
"222","Michelle","F",33156,1971,2
"223","Lisa","F",32905,1971,3
"224","Kimberly","F",30691,1971,4
"225","Amy","F",26239,1971,5
"226","Angela","F",25887,1971,6
"227","Melissa","F",23869,1971,7
"228","Tammy","F",17655,1971,8
"229","Mary","F",16698,1971,9
"230","Julie","F",15327,1971,10
"231","Stephanie","F",15144,1971,11
"232","Heather","F",15021,1971,12
"233","Tracy","F",14323,1971,13
"234","Dawn","F",14281,1971,14
"235","Karen","F",14210,1971,15
"236","Laura","F",13870,1971,16
"237","Susan","F",13777,1971,17
"238","Christine","F",13675,1971,18
"239","Elizabeth","F",13603,1971,19
"240","Tina","F",13260,1971,20
"241","Jennifer","F",63606,1972,1
"242","Michelle","F",29285,1972,2
"243","Lisa","F",27546,1972,3
"244","Kimberly","F",26296,1972,4
"245","Amy","F",25867,1972,5
"246","Angela","F",23552,1972,6
"247","Melissa","F",22493,1972,7
"248","Stephanie","F",16885,1972,8
"249","Heather","F",16323,1972,9
"250","Nicole","F",15754,1972,10
"251","Tammy","F",14210,1972,11
"252","Julie","F",14071,1972,12
"253","Mary","F",13763,1972,13
"254","Rebecca","F",13252,1972,14
"255","Elizabeth","F",12185,1972,15
"256","Christine","F",11993,1972,16
"257","Laura","F",11774,1972,17
"258","Tina","F",11518,1972,18
"259","Tracy","F",11437,1972,19
"260","Dawn","F",11339,1972,20
"261","Jennifer","F",62452,1973,1
"262","Amy","F",26962,1973,2
"263","Michelle","F",26931,1973,3
"264","Kimberly","F",23531,1973,4
"265","Lisa","F",22664,1973,5
"266","Melissa","F",22487,1973,6
"267","Angela","F",20894,1973,7
"268","Heather","F",19352,1973,8
"269","Stephanie","F",17257,1973,9
"270","Rebecca","F",14871,1973,10
"271","Nicole","F",13919,1973,11
"272","Julie","F",12789,1973,12
"273","Elizabeth","F",12361,1973,13
"274","Mary","F",12322,1973,14
"275","Tammy","F",11243,1973,15
"276","Christina","F",10885,1973,16
"277","Christine","F",10551,1973,17
"278","Kelly","F",10516,1973,18
"279","Laura","F",10341,1973,19
"280","Tracy","F",9910,1973,20
"281","Jennifer","F",63108,1974,1
"282","Amy","F",29566,1974,2
"283","Michelle","F",25826,1974,3
"284","Heather","F",23186,1974,4
"285","Angela","F",22800,1974,5
"286","Kimberly","F",22422,1974,6
"287","Melissa","F",22166,1974,7
"288","Lisa","F",19775,1974,8
"289","Stephanie","F",16983,1974,9
"290","Rebecca","F",15170,1974,10
"291","Nicole","F",13111,1974,11
"292","Elizabeth","F",12257,1974,12
"293","Mary","F",11752,1974,13
"294","Julie","F",11363,1974,14
"295","Christina","F",10853,1974,15
"296","Kelly","F",10847,1974,16
"297","Jessica","F",10653,1974,17
"298","Shannon","F",10608,1974,18
"299","Christine","F",9898,1974,19
"300","Sarah","F",9786,1974,20
"301","Jennifer","F",58183,1975,1
"302","Amy","F",32252,1975,2
"303","Heather","F",24304,1975,3
"304","Melissa","F",24166,1975,4
"305","Angela","F",23351,1975,5
"306","Michelle","F",22665,1975,6
"307","Kimberly","F",20263,1975,7
"308","Lisa","F",18130,1975,8
"309","Stephanie","F",15775,1975,9
"310","Nicole","F",14273,1975,10
"311","Rebecca","F",13926,1975,11
"312","Christina","F",12972,1975,12
"313","Jessica","F",12929,1975,13
"314","Amanda","F",12652,1975,14
"315","Elizabeth","F",12472,1975,15
"316","Kelly","F",11735,1975,16
"317","Sarah","F",11166,1975,17
"318","Julie","F",11141,1975,18
"319","Mary","F",10964,1975,19
"320","Laura","F",10314,1975,20
"321","Jennifer","F",59477,1976,1
"322","Amy","F",31342,1976,2
"323","Melissa","F",25090,1976,3
"324","Heather","F",24201,1976,4
"325","Angela","F",22045,1976,5
"326","Michelle","F",19550,1976,6
"327","Kimberly","F",18965,1976,7
"328","Jessica","F",18372,1976,8
"329","Lisa","F",17351,1976,9
"330","Amanda","F",15590,1976,10
"331","Stephanie","F",15173,1976,11
"332","Rebecca","F",14492,1976,12
"333","Nicole","F",14457,1976,13
"334","Christina","F",14036,1976,14
"335","Sarah","F",13991,1976,15
"336","Elizabeth","F",13551,1976,16
"337","Shannon","F",13372,1976,17
"338","Jamie","F",12539,1976,18
"339","Kelly","F",11791,1976,19
"340","Laura","F",11248,1976,20
"341","Jennifer","F",58961,1977,1
"342","Melissa","F",26884,1977,2
"343","Amy","F",26729,1977,3
"344","Jessica","F",24841,1977,4
"345","Heather","F",23771,1977,5
"346","Angela","F",20995,1977,6
"347","Michelle","F",19539,1977,7
"348","Kimberly","F",18287,1977,8
"349","Amanda","F",18280,1977,9
"350","Kelly","F",18235,1977,10
"351","Sarah","F",18096,1977,11
"352","Lisa","F",17013,1977,12
"353","Elizabeth","F",16424,1977,13
"354","Stephanie","F",15419,1977,14
"355","Nicole","F",15250,1977,15
"356","Christina","F",14495,1977,16
"357","Rebecca","F",14194,1977,17
"358","Jamie","F",12901,1977,18
"359","Shannon","F",12520,1977,19
"360","Laura","F",11324,1977,20
"361","Jennifer","F",56309,1978,1
"362","Melissa","F",28332,1978,2
"363","Jessica","F",26104,1978,3
"364","Amy","F",23217,1978,4
"365","Heather","F",22267,1978,5
"366","Amanda","F",20519,1978,6
"367","Angela","F",20503,1978,7
"368","Sarah","F",19979,1978,8
"369","Michelle","F",18861,1978,9
"370","Nicole","F",17269,1978,10
"371","Lisa","F",17030,1978,11
"372","Kelly","F",16985,1978,12
"373","Kimberly","F",16874,1978,13
"374","Elizabeth","F",16810,1978,14
"375","Christina","F",16368,1978,15
"376","Stephanie","F",16229,1978,16
"377","Rebecca","F",13800,1978,17
"378","Crystal","F",12591,1978,18
"379","Laura","F",11243,1978,19
"380","Jamie","F",10983,1978,20
"381","Jennifer","F",56716,1979,1
"382","Melissa","F",34049,1979,2
"383","Amanda","F",31927,1979,3
"384","Jessica","F",27778,1979,4
"385","Amy","F",21613,1979,5
"386","Sarah","F",21017,1979,6
"387","Heather","F",20839,1979,7
"388","Angela","F",20256,1979,8
"389","Nicole","F",19505,1979,9
"390","Michelle","F",19266,1979,10
"391","Elizabeth","F",18075,1979,11
"392","Kimberly","F",17637,1979,12
"393","Lisa","F",17287,1979,13
"394","Christina","F",16458,1979,14
"395","Stephanie","F",16204,1979,15
"396","Kelly","F",15299,1979,16
"397","Rebecca","F",14546,1979,17
"398","Crystal","F",13465,1979,18
"399","Jamie","F",12155,1979,19
"400","Laura","F",11884,1979,20
"401","Jennifer","F",58385,1980,1
"402","Amanda","F",35818,1980,2
"403","Jessica","F",33920,1980,3
"404","Melissa","F",31631,1980,4
"405","Sarah","F",25744,1980,5
"406","Heather","F",19971,1980,6
"407","Nicole","F",19916,1980,7
"408","Amy","F",19832,1980,8
"409","Elizabeth","F",19526,1980,9
"410","Michelle","F",19120,1980,10
"411","Kimberly","F",18497,1980,11
"412","Angela","F",17969,1980,12
"413","Stephanie","F",17840,1980,13
"414","Tiffany","F",16225,1980,14
"415","Christina","F",16136,1980,15
"416","Lisa","F",15660,1980,16
"417","Rebecca","F",15283,1980,17
"418","Crystal","F",14259,1980,18
"419","Kelly","F",13714,1980,19
"420","Erin","F",13432,1980,20
"421","Jennifer","F",57038,1981,1
"422","Jessica","F",42525,1981,2
"423","Amanda","F",34373,1981,3
"424","Sarah","F",28164,1981,4
"425","Melissa","F",28007,1981,5
"426","Amy","F",20339,1981,6
"427","Nicole","F",20310,1981,7
"428","Stephanie","F",20205,1981,8
"429","Elizabeth","F",20172,1981,9
"430","Heather","F",17943,1981,10
"431","Michelle","F",17771,1981,11
"432","Rebecca","F",16731,1981,12
"433","Kimberly","F",16689,1981,13
"434","Tiffany","F",16413,1981,14
"435","Angela","F",15917,1981,15
"436","Crystal","F",15879,1981,16
"437","Christina","F",14393,1981,17
"438","Lisa","F",14291,1981,18
"439","Erin","F",13852,1981,19
"440","Amber","F",13811,1981,20
"441","Jennifer","F",57108,1982,1
"442","Jessica","F",45439,1982,2
"443","Amanda","F",34207,1982,3
"444","Sarah","F",28480,1982,4
"445","Melissa","F",25858,1982,5
"446","Nicole","F",21702,1982,6
"447","Stephanie","F",20860,1982,7
"448","Elizabeth","F",20504,1982,8
"449","Crystal","F",19102,1982,9
"450","Amy","F",18798,1982,10
"451","Michelle","F",17763,1982,11
"452","Heather","F",17483,1982,12
"453","Tiffany","F",17168,1982,13
"454","Kimberly","F",16094,1982,14
"455","Rebecca","F",15725,1982,15
"456","Angela","F",15003,1982,16
"457","Ashley","F",14847,1982,17
"458","Amber","F",14673,1982,18
"459","Christina","F",14512,1982,19
"460","Erin","F",14362,1982,20
"461","Jennifer","F",54336,1983,1
"462","Jessica","F",45278,1983,2
"463","Amanda","F",33752,1983,3
"464","Ashley","F",33291,1983,4
"465","Sarah","F",27228,1983,5
"466","Melissa","F",23469,1983,6
"467","Nicole","F",22391,1983,7
"468","Stephanie","F",22321,1983,8
"469","Heather","F",20748,1983,9
"470","Elizabeth","F",19838,1983,10
"471","Crystal","F",17902,1983,11
"472","Amy","F",17093,1983,12
"473","Michelle","F",16829,1983,13
"474","Tiffany","F",15959,1983,14
"475","Kimberly","F",15376,1983,15
"476","Christina","F",15357,1983,16
"477","Amber","F",14883,1983,17
"478","Erin","F",14837,1983,18
"479","Rebecca","F",14713,1983,19
"480","Rachel","F",14588,1983,20
"481","Jennifer","F",50556,1984,1
"482","Jessica","F",45849,1984,2
"483","Ashley","F",38759,1984,3
"484","Amanda","F",33903,1984,4
"485","Sarah","F",25873,1984,5
"486","Stephanie","F",23017,1984,6
"487","Nicole","F",22264,1984,7
"488","Melissa","F",21887,1984,8
"489","Heather","F",21484,1984,9
"490","Elizabeth","F",20360,1984,10
"491","Megan","F",16974,1984,11
"492","Crystal","F",16560,1984,12
"493","Amy","F",15990,1984,13
"494","Tiffany","F",15854,1984,14
"495","Rachel","F",15837,1984,15
"496","Danielle","F",15664,1984,16
"497","Michelle","F",15503,1984,17
"498","Amber","F",15365,1984,18
"499","Laura","F",14812,1984,19
"500","Christina","F",14699,1984,20
"501","Jessica","F",48344,1985,1
"502","Ashley","F",47002,1985,2
"503","Jennifer","F",42648,1985,3
"504","Amanda","F",39048,1985,4
"505","Sarah","F",24871,1985,5
"506","Stephanie","F",23236,1985,6
"507","Nicole","F",22958,1985,7
"508","Heather","F",21149,1985,8
"509","Elizabeth","F",20534,1985,9
"510","Megan","F",20012,1985,10
"511","Melissa","F",19961,1985,11
"512","Christina","F",16596,1985,12
"513","Rachel","F",16362,1985,13
"514","Laura","F",15992,1985,14
"515","Lauren","F",15765,1985,15
"516","Amber","F",15505,1985,16
"517","Brittany","F",15435,1985,17
"518","Danielle","F",15403,1985,18
"519","Kimberly","F",14912,1985,19
"520","Amy","F",14421,1985,20
"521","Jessica","F",52660,1986,1
"522","Ashley","F",49673,1986,2
"523","Amanda","F",40521,1986,3
"524","Jennifer","F",36179,1986,4
"525","Sarah","F",28137,1986,5
"526","Stephanie","F",22634,1986,6
"527","Nicole","F",21283,1986,7
"528","Brittany","F",20309,1986,8
"529","Heather","F",19788,1986,9
"530","Elizabeth","F",19064,1986,10
"531","Megan","F",18595,1986,11
"532","Melissa","F",17661,1986,12
"533","Amber","F",16948,1986,13
"534","Lauren","F",16676,1986,14
"535","Rachel","F",15446,1986,15
"536","Danielle","F",14945,1986,16
"537","Tiffany","F",14484,1986,17
"538","Kimberly","F",14414,1986,18
"539","Christina","F",14375,1986,19
"540","Laura","F",14170,1986,20
"541","Jessica","F",55985,1987,1
"542","Ashley","F",54836,1987,2
"543","Amanda","F",41786,1987,3
"544","Jennifer","F",32691,1987,4
"545","Sarah","F",27881,1987,5
"546","Stephanie","F",22396,1987,6
"547","Brittany","F",22223,1987,7
"548","Nicole","F",20284,1987,8
"549","Heather","F",18979,1987,9
"550","Elizabeth","F",18601,1987,10
"551","Samantha","F",17938,1987,11
"552","Megan","F",17822,1987,12
"553","Melissa","F",17668,1987,13
"554","Danielle","F",17001,1987,14
"555","Amber","F",16748,1987,15
"556","Lauren","F",16704,1987,16
"557","Rachel","F",15643,1987,17
"558","Tiffany","F",14745,1987,18
"559","Emily","F",14711,1987,19
"560","Christina","F",13816,1987,20
"561","Jessica","F",51527,1988,1
"562","Ashley","F",49960,1988,2
"563","Amanda","F",39443,1988,3
"564","Sarah","F",28356,1988,4
"565","Jennifer","F",27883,1988,5
"566","Brittany","F",26815,1988,6
"567","Stephanie","F",22832,1988,7
"568","Samantha","F",20693,1988,8
"569","Nicole","F",20307,1988,9
"570","Elizabeth","F",20023,1988,10
"571","Lauren","F",19631,1988,11
"572","Megan","F",18561,1988,12
"573","Tiffany","F",18362,1988,13
"574","Heather","F",18030,1988,14
"575","Amber","F",16676,1988,15
"576","Melissa","F",16541,1988,16
"577","Danielle","F",16249,1988,17
"578","Emily","F",15860,1988,18
"579","Rachel","F",15342,1988,19
"580","Kayla","F",13428,1988,20
"581","Jessica","F",47888,1989,1
"582","Ashley","F",47586,1989,2
"583","Brittany","F",37785,1989,3
"584","Amanda","F",36828,1989,4
"585","Sarah","F",27788,1989,5
"586","Samantha","F",24792,1989,6
"587","Jennifer","F",23994,1989,7
"588","Stephanie","F",22768,1989,8
"589","Lauren","F",21060,1989,9
"590","Elizabeth","F",20292,1989,10
"591","Megan","F",19789,1989,11
"592","Nicole","F",19023,1989,12
"593","Emily","F",17323,1989,13
"594","Amber","F",16758,1989,14
"595","Heather","F",16248,1989,15
"596","Tiffany","F",15711,1989,16
"597","Danielle","F",15365,1989,17
"598","Rachel","F",15355,1989,18
"599","Melissa","F",15204,1989,19
"600","Kayla","F",14902,1989,20
"601","Jessica","F",46463,1990,1
"602","Ashley","F",45546,1990,2
"603","Brittany","F",36534,1990,3
"604","Amanda","F",34401,1990,4
"605","Samantha","F",25867,1990,5
"606","Sarah","F",25809,1990,6
"607","Stephanie","F",24856,1990,7
"608","Jennifer","F",22219,1990,8
"609","Elizabeth","F",20740,1990,9
"610","Lauren","F",20496,1990,10
"611","Megan","F",20254,1990,11
"612","Emily","F",19356,1990,12
"613","Nicole","F",17950,1990,13
"614","Kayla","F",17537,1990,14
"615","Amber","F",15863,1990,15
"616","Rachel","F",15702,1990,16
"617","Courtney","F",15377,1990,17
"618","Danielle","F",14331,1990,18
"619","Heather","F",14217,1990,19
"620","Melissa","F",13996,1990,20
"621","Ashley","F",43483,1991,1
"622","Jessica","F",43394,1991,2
"623","Brittany","F",29089,1991,3
"624","Amanda","F",28888,1991,4
"625","Samantha","F",25645,1991,5
"626","Sarah","F",25228,1991,6
"627","Stephanie","F",22766,1991,7
"628","Jennifer","F",20672,1991,8
"629","Elizabeth","F",20389,1991,9
"630","Emily","F",20311,1991,10
"631","Megan","F",19274,1991,11
"632","Kayla","F",18541,1991,12
"633","Lauren","F",18410,1991,13
"634","Rachel","F",16340,1991,14
"635","Nicole","F",16044,1991,15
"636","Amber","F",14991,1991,16
"637","Danielle","F",13618,1991,17
"638","Chelsea","F",13509,1991,18
"639","Courtney","F",13442,1991,19
"640","Melissa","F",13340,1991,20
"641","Ashley","F",38452,1992,1
"642","Jessica","F",38351,1992,2
"643","Amanda","F",25031,1992,3
"644","Brittany","F",24972,1992,4
"645","Sarah","F",24632,1992,5
"646","Samantha","F",24402,1992,6
"647","Emily","F",21832,1992,7
"648","Stephanie","F",19669,1992,8
"649","Elizabeth","F",19024,1992,9
"650","Megan","F",17844,1992,10
"651","Jennifer","F",17817,1992,11
"652","Lauren","F",17214,1992,12
"653","Kayla","F",16515,1992,13
"654","Nicole","F",16320,1992,14
"655","Chelsea","F",16176,1992,15
"656","Rachel","F",15830,1992,16
"657","Taylor","F",14950,1992,17
"658","Danielle","F",14095,1992,18
"659","Amber","F",13914,1992,19
"660","Rebecca","F",13107,1992,20
"661","Jessica","F",34983,1993,1
"662","Ashley","F",34847,1993,2
"663","Sarah","F",24235,1993,3
"664","Samantha","F",23664,1993,4
"665","Emily","F",23590,1993,5
"666","Brittany","F",21728,1993,6
"667","Taylor","F",21266,1993,7
"668","Amanda","F",20800,1993,8
"669","Elizabeth","F",17548,1993,9
"670","Stephanie","F",17180,1993,10
"671","Megan","F",16384,1993,11
"672","Lauren","F",16186,1993,12
"673","Nicole","F",16179,1993,13
"674","Rachel","F",15959,1993,14
"675","Jennifer","F",15747,1993,15
"676","Kayla","F",15448,1993,16
"677","Amber","F",14064,1993,17
"678","Danielle","F",12985,1993,18
"679","Victoria","F",12923,1993,19
"680","Courtney","F",12575,1993,20
"681","Jessica","F",32114,1994,1
"682","Ashley","F",30275,1994,2
"683","Emily","F",24149,1994,3
"684","Samantha","F",22819,1994,4
"685","Sarah","F",22275,1994,5
"686","Taylor","F",20732,1994,6
"687","Brittany","F",18900,1994,7
"688","Amanda","F",18710,1994,8
"689","Elizabeth","F",16775,1994,9
"690","Megan","F",16579,1994,10
"691","Nicole","F",16010,1994,11
"692","Kayla","F",15884,1994,12
"693","Rachel","F",15480,1994,13
"694","Lauren","F",15153,1994,14
"695","Stephanie","F",14749,1994,15
"696","Hannah","F",14493,1994,16
"697","Jennifer","F",13998,1994,17
"698","Alexis","F",13036,1994,18
"699","Victoria","F",12689,1994,19
"700","Danielle","F",12447,1994,20
"701","Jessica","F",27937,1995,1
"702","Ashley","F",26603,1995,2
"703","Emily","F",24379,1995,3
"704","Samantha","F",21646,1995,4
"705","Sarah","F",21358,1995,5
"706","Taylor","F",20423,1995,6
"707","Hannah","F",17010,1995,7
"708","Brittany","F",16476,1995,8
"709","Amanda","F",16344,1995,9
"710","Elizabeth","F",16182,1995,10
"711","Kayla","F",16084,1995,11
"712","Rachel","F",16041,1995,12
"713","Megan","F",15526,1995,13
"714","Alexis","F",14331,1995,14
"715","Lauren","F",13444,1995,15
"716","Stephanie","F",12979,1995,16
"717","Courtney","F",12771,1995,17
"718","Jennifer","F",12684,1995,18
"719","Nicole","F",12276,1995,19
"720","Victoria","F",12250,1995,20
"721","Emily","F",25148,1996,1
"722","Jessica","F",24189,1996,2
"723","Ashley","F",23675,1996,3
"724","Sarah","F",21023,1996,4
"725","Samantha","F",20544,1996,5
"726","Taylor","F",19150,1996,6
"727","Hannah","F",18591,1996,7
"728","Alexis","F",16585,1996,8
"729","Rachel","F",16103,1996,9
"730","Elizabeth","F",15986,1996,10
"731","Kayla","F",15270,1996,11
"732","Megan","F",14768,1996,12
"733","Amanda","F",13963,1996,13
"734","Brittany","F",13796,1996,14
"735","Madison","F",13409,1996,15
"736","Lauren","F",12597,1996,16
