"","name","gender","count","year","rank"
"11962","James","M",39364,1979,5
"11963","Matthew","M",35650,1979,6
"11964","John","M",35430,1979,7
"11965","Robert","M",34023,1979,8
"11966","Joshua","M",31130,1979,9
"11967","Brian","M",28669,1979,10
"11968","Joseph","M",28661,1979,11
"11969","Daniel","M",28515,1979,12
"11970","William","M",24687,1979,13
"11971","Ryan","M",23206,1979,14
"11972","Nicholas","M",21342,1979,15
"11973","Jeremy","M",21007,1979,16
"11974","Eric","M",20269,1979,17
"11975","Timothy","M",19071,1979,18
"11976","Kevin","M",18733,1979,19
"11977","Andrew","M",18623,1979,20
"12156","Michael","M",68660,1980,1
"12157","Christopher","M",49083,1980,2
"12158","Jason","M",48178,1980,3
"12159","David","M",41903,1980,4
"12160","James","M",39308,1980,5
"12161","Matthew","M",37851,1980,6
"12162","Joshua","M",36058,1980,7
"12163","John","M",35263,1980,8
"12164","Robert","M",34271,1980,9
"12165","Joseph","M",30184,1980,10
"12166","Daniel","M",29888,1980,11
"12167","Brian","M",28715,1980,12
"12168","Justin","M",26751,1980,13
"12169","William","M",25659,1980,14
"12170","Ryan","M",24802,1980,15
"12171","Eric","M",22619,1980,16
"12172","Nicholas","M",21017,1980,17
"12173","Jeremy","M",19901,1980,18
"12174","Andrew","M",19725,1980,19
"12175","Timothy","M",19156,1980,20
"12184","Michael","M",68740,1981,1
"12185","Christopher","M",50228,1981,2
"12186","Matthew","M",43322,1981,3
"12187","Jason","M",41912,1981,4
"12188","David","M",40636,1981,5
"12189","Joshua","M",39051,1981,6
"12190","James","M",38301,1981,7
"12191","John","M",34873,1981,8
"12192","Robert","M",34387,1981,9
"12193","Daniel","M",30988,1981,10
"12194","Joseph","M",30763,1981,11
"12195","Justin","M",27310,1981,12
"12196","Ryan","M",26817,1981,13
"12197","Brian","M",26595,1981,14
"12198","William","M",24788,1981,15
"12199","Jonathan","M",22591,1981,16
"12200","Eric","M",20719,1981,17
"12201","Andrew","M",20226,1981,18
"12202","Brandon","M",20212,1981,19
"12203","Adam","M",20041,1981,20
"12321","Michael","M",68193,1982,1
"12322","Christopher","M",59216,1982,2
"12323","Matthew","M",46042,1982,3
"12324","Jason","M",40606,1982,4
"12325","David","M",40432,1982,5
"12326","James","M",38868,1982,6
"12327","Joshua","M",38018,1982,7
"12328","John","M",34682,1982,8
"12329","Robert","M",34410,1982,9
"12330","Daniel","M",32647,1982,10
"12331","Joseph","M",31036,1982,11
"12332","Justin","M",29099,1982,12
"12333","Ryan","M",26693,1982,13
"12334","Brian","M",25831,1982,14
"12335","William","M",25594,1982,15
"12336","Jonathan","M",23118,1982,16
"12337","Andrew","M",22834,1982,17
"12338","Brandon","M",20208,1982,18
"12339","Adam","M",20092,1982,19
"12340","Eric","M",19863,1982,20
"12062","Michael","M",67979,1983,1
"12063","Christopher","M",59324,1983,2
"12064","Matthew","M",50200,1983,3
"12065","David","M",39188,1983,4
"12066","Joshua","M",36700,1983,5
"12067","James","M",36332,1983,6
"12068","Jason","M",35102,1983,7
"12069","Daniel","M",34739,1983,8
"12070","John","M",33138,1983,9
"12071","Robert","M",32734,1983,10
"12072","Joseph","M",30444,1983,11
"12073","Justin","M",28292,1983,12
"12074","Ryan","M",27828,1983,13
"12075","Brian","M",26055,1983,14
"12076","Andrew","M",25571,1983,15
"12077","William","M",25381,1983,16
"12078","Brandon","M",23514,1983,17
"12079","Adam","M",23478,1983,18
"12080","Jonathan","M",22739,1983,19
"12081","Eric","M",20331,1983,20
"121681","Michael","M",67707,1984,1
"121691","Christopher","M",60009,1984,2
"121701","Matthew","M",49755,1984,3
"121711","Joshua","M",40248,1984,4
"121721","David","M",38463,1984,5
"121731","Daniel","M",36506,1984,6
"121741","James","M",35828,1984,7
"121751","John","M",32588,1984,8
"12176","Robert","M",31751,1984,9
"12177","Joseph","M",30500,1984,10
"12178","Jason","M",29938,1984,11
"12179","Ryan","M",28708,1984,12
"12180","Justin","M",26760,1984,13
"12181","Andrew","M",25906,1984,14
"12182","Brandon","M",25665,1984,15
"12183","William","M",24886,1984,16
"121841","Brian","M",24708,1984,17
"121851","Adam","M",23933,1984,18
"121861","Jonathan","M",23327,1984,19
"121871","Nicholas","M",21007,1984,20
"12500","Michael","M",64883,1985,1
"12501","Christopher","M",59578,1985,2
"12502","Matthew","M",47046,1985,3
"12503","Joshua","M",42184,1985,4
"12504","Daniel","M",38527,1985,5
"12505","David","M",38499,1985,6
"12506","James","M",35834,1985,7
"12507","Robert","M",32075,1985,8
"12508","John","M",31490,1985,9
"12509","Joseph","M",30209,1985,10
"12510","Andrew","M",30160,1985,11
"12511","Ryan","M",29880,1985,12
"12512","Brandon","M",29298,1985,13
"12513","Jason","M",26025,1985,14
"12514","Justin","M",25533,1985,15
"12515","William","M",24607,1985,16
"12516","Jonathan","M",24119,1985,17
"12517","Brian","M",23052,1985,18
"12518","Nicholas","M",22379,1985,19
"12519","Anthony","M",22081,1985,20
"12816","Michael","M",64174,1986,1
"12817","Christopher","M",56664,1986,2
"12818","Matthew","M",46906,1986,3
"12819","Joshua","M",37532,1986,4
"12820","David","M",37130,1986,5
"12821","Daniel","M",36541,1986,6
"12822","James","M",34029,1986,7
"12823","Andrew","M",33842,1986,8
"12824","Robert","M",31331,1986,9
"12825","John","M",30176,1986,10
"12826","Ryan","M",29496,1986,11
"12827","Joseph","M",28819,1986,12
"12828","Brandon","M",27246,1986,13
"12829","Justin","M",26618,1986,14
"12830","William","M",24317,1986,15
"12831","Jonathan","M",23959,1986,16
"12832","Nicholas","M",22790,1986,17
"12833","Jason","M",22388,1986,18
"12834","Anthony","M",21948,1986,19
"12835","Brian","M",21012,1986,20
"13251","Michael","M",63629,1987,1
"13252","Christopher","M",54467,1987,2
"13253","Matthew","M",46472,1987,3
"13254","Joshua","M",39989,1987,4
"13255","David","M",36774,1987,5
"13256","Andrew","M",36194,1987,6
"13257","Daniel","M",35857,1987,7
"13258","James","M",32625,1987,8
"13259","Justin","M",31490,1987,9
"13260","Robert","M",30228,1987,10
"13261","John","M",29530,1987,11
"13262","Joseph","M",28504,1987,12
"13263","Ryan","M",28467,1987,13
"13264","Brandon","M",24814,1987,14
"13265","William","M",24199,1987,15
"13266","Nicholas","M",23244,1987,16
"13267","Anthony","M",23110,1987,17
"13268","Jonathan","M",23092,1987,18
"13269","Kevin","M",20404,1987,19
"13270","Brian","M",20352,1987,20
"13873","Michael","M",64100,1988,1
"13874","Christopher","M",52980,1988,2
"13875","Matthew","M",45864,1988,3
"13876","Joshua","M",42643,1988,4
"13877","Andrew","M",35715,1988,5
"13878","David","M",35300,1988,6
"13879","Justin","M",35034,1988,7
"13880","Daniel","M",34679,1988,8
"13881","James","M",32487,1988,9
"13882","Robert","M",30304,1988,10
"13883","John","M",29387,1988,11
"13884","Joseph","M",28997,1988,12
"13885","Ryan","M",27727,1988,13
"13886","Nicholas","M",25286,1988,14
"13887","Jonathan","M",24340,1988,15
"13888","William","M",24109,1988,16
"13889","Brandon","M",23725,1988,17
"13890","Anthony","M",23625,1988,18
"13891","Kevin","M",20158,1988,19
"13892","Eric","M",20155,1988,20
"14539","Michael","M",65380,1989,1
"14540","Christopher","M",53176,1989,2
"14541","Matthew","M",45373,1989,3
"14542","Joshua","M",44088,1989,4
"14543","David","M",35202,1989,5
"14544","Daniel","M",34987,1989,6
"14545","Andrew","M",34817,1989,7
"14546","Justin","M",32842,1989,8
"14547","James","M",32697,1989,9
"14548","Robert","M",30065,1989,10
"14549","Joseph","M",29867,1989,11
"14550","John","M",29833,1989,12
"14551","Ryan","M",28409,1989,13
"14552","Nicholas","M",28220,1989,14
"14553","William","M",24674,1989,15
"14554","Anthony","M",24424,1989,16
"14555","Jonathan","M",23598,1989,17
"14556","Brandon","M",23304,1989,18
"14557","Kevin","M",21200,1989,19
"14558","Kyle","M",20877,1989,20
"15230","Michael","M",65272,1990,1
"15231","Christopher","M",52321,1990,2
"15232","Matthew","M",44791,1990,3
"15233","Joshua","M",43212,1990,4
"15234","Daniel","M",33806,1990,5
"15235","David","M",33740,1990,6
"15236","Andrew","M",33651,1990,7
"15237","James","M",32340,1990,8
"15238","Justin","M",30635,1990,9
"15239","Joseph","M",30121,1990,10
"15240","Ryan","M",29238,1990,11
"15241","John","M",29068,1990,12
"15242","Robert","M",28863,1990,13
"15243","Nicholas","M",27898,1990,14
"15244","Anthony","M",25073,1990,15
"15245","William","M",24882,1990,16
"15246","Jonathan","M",24065,1990,17
"15247","Kyle","M",22696,1990,18
"15248","Brandon","M",22153,1990,19
"15249","Jacob","M",22000,1990,20
"15460","Michael","M",60784,1991,1
"15461","Christopher","M",47099,1991,2
"15462","Matthew","M",41631,1991,3
"15463","Joshua","M",41216,1991,4
"15464","Andrew","M",31524,1991,5
"15465","Daniel","M",30907,1991,6
"15466","James","M",30504,1991,7
"15467","David","M",30413,1991,8
"15468","Joseph","M",29832,1991,9
"15469","John","M",27796,1991,10
"15470","Ryan","M",27532,1991,11
"15471","Nicholas","M",27360,1991,12
"15472","Robert","M",26827,1991,13
"15473","Justin","M",26783,1991,14
"15474","Brandon","M",26016,1991,15
"15475","Tyler","M",25205,1991,16
"15476","Jacob","M",25184,1991,17
"15477","Anthony","M",24441,1991,18
"15478","William","M",23863,1991,19
"15479","Jonathan","M",22970,1991,20
"15603","Michael","M",54373,1992,1
"15604","Christopher","M",42462,1992,2
"15605","Matthew","M",37731,1992,3
"15606","Joshua","M",36210,1992,4
"15607","Andrew","M",30533,1992,5
"15608","Brandon","M",29618,1992,6
"15609","Daniel","M",29141,1992,7
"15610","Tyler","M",28792,1992,8
"15611","James","M",28504,1992,9
"15612","David","M",28402,1992,10
"15613","Joseph","M",27887,1992,11
"15614","Nicholas","M",27750,1992,12
"15615","Ryan","M",27007,1992,13
"15616","John","M",26234,1992,14
"15617","Jacob","M",25653,1992,15
"15618","Zachary","M",24795,1992,16
"15619","Robert","M",24084,1992,17
"15620","Justin","M",23613,1992,18
"15621","Anthony","M",23159,1992,19
"15622","William","M",23059,1992,20
"15795","Michael","M",49552,1993,1
"15796","Christopher","M",38229,1993,2
"15797","Matthew","M",35771,1993,3
"15798","Joshua","M",33576,1993,4
"15799","Tyler","M",29795,1993,5
"15800","Brandon","M",28734,1993,6
"15801","Daniel","M",28662,1993,7
"15802","Nicholas","M",28107,1993,8
"15803","Jacob","M",27471,1993,9
"15804","Andrew","M",27309,1993,10
"15805","David","M",27014,1993,11
"15806","Joseph","M",26998,1993,12
"15807","Ryan","M",26715,1993,13
"15808","James","M",26246,1993,14
"15809","Zachary","M",25535,1993,15
"15810","John","M",24983,1993,16
"15811","Robert","M",22445,1993,17
"15812","William","M",22207,1993,18
"15813","Anthony","M",21786,1993,19
"15814","Justin","M",21537,1993,20
"15754","Michael","M",44465,1994,1
"15755","Christopher","M",34799,1994,2
"15756","Matthew","M",33645,1994,3
"15757","Joshua","M",31366,1994,4
"15758","Tyler","M",30476,1994,5
"15759","Brandon","M",29487,1994,6
"15760","Jacob","M",29404,1994,7
"15761","Daniel","M",28046,1994,8
"15762","Nicholas","M",27760,1994,9
"15763","Andrew","M",26003,1994,10
"15764","Joseph","M",25721,1994,11
"15765","Zachary","M",25133,1994,12
"15766","David","M",24849,1994,13
"15767","James","M",24764,1994,14
"15768","John","M",24171,1994,15
"15769","Ryan","M",24053,1994,16
"15770","Austin","M",23192,1994,17
"15771","Anthony","M",21597,1994,18
"15772","William","M",21487,1994,19
"15773","Justin","M",20931,1994,20
"157541","Michael","M",41402,1995,1
"157551","Matthew","M",32873,1995,2
"157561","Christopher","M",32665,1995,3
"157571","Jacob","M",31118,1995,4
"157581","Joshua","M",30714,1995,5
"157591","Nicholas","M",29156,1995,6
"157601","Tyler","M",29152,1995,7
"157611","Brandon","M",26901,1995,8
"157621","Daniel","M",26695,1995,9
"157631","Austin","M",25906,1995,10
"157641","Andrew","M",25837,1995,11
"157651","Joseph","M",25332,1995,12
"157661","John","M",23226,1995,13
"157671","Zachary","M",23128,1995,14
"157681","Ryan","M",23089,1995,15
"157691","David","M",23026,1995,16
"157701","James","M",22723,1995,17
"157711","Justin","M",21579,1995,18
"157721","Anthony","M",20479,1995,19
"157731","William","M",20151,1995,20
"15889","Michael","M",38363,1996,1
"15890","Matthew","M",32071,1996,2
"15891","Jacob","M",31908,1996,3
"15892","Christopher","M",30900,1996,4
"15893","Joshua","M",29168,1996,5
"15894","Nicholas","M",27718,1996,6
"15895","Tyler","M",26954,1996,7
"15896","Brandon","M",25847,1996,8
"15897","Austin","M",25658,1996,9
"15898","Andrew","M",25226,1996,10
"15899","Daniel","M",25089,1996,11
"15900","Joseph","M",24740,1996,12
"15901","David","M",22988,1996,13
"15902","Zachary","M",22365,1996,14
"15903","John","M",22158,1996,15
"15904","Ryan","M",21805,1996,16
"15905","James","M",21153,1996,17
"15906","William","M",20537,1996,18
"15907","Anthony","M",20498,1996,19
"15908","Justin","M",20008,1996,20
"16157","Michael","M",37543,1997,1
"16158","Jacob","M",34140,1997,2
"16159","Matthew","M",31508,1997,3
"16160","Christopher","M",29099,1997,4
"16161","Joshua","M",28277,1997,5
"16162","Nicholas","M",27255,1997,6
"16163","Brandon","M",25190,1997,7
"16164","Andrew","M",25184,1997,8
"16165","Austin","M",25116,1997,9
"16166","Tyler","M",24879,1997,10
"16167","Daniel","M",23922,1997,11
"16168","Joseph","M",23574,1997,12
"16169","Zachary","M",21925,1997,13
"16170","David","M",21867,1997,14
"16171","John","M",21370,1997,15
"16172","Ryan","M",20525,1997,16
"16173","James","M",20399,1997,17
"16174","Anthony","M",20026,1997,18
"16175","William","M",20006,1997,19
"16176","Justin","M",18742,1997,20
"16594","Michael","M",36611,1998,1
"16595","Jacob","M",35997,1998,2
"16596","Matthew","M",31135,1998,3
"16597","Joshua","M",28084,1998,4
"16598","Christopher","M",26995,1998,5
"16599","Nicholas","M",26630,1998,6
"16600","Brandon","M",23828,1998,7
"16601","Tyler","M",23709,1998,8
"16602","Andrew","M",23645,1998,9
"16603","Austin","M",23475,1998,10
"16604","Joseph","M",23168,1998,11
"16605","Daniel","M",23132,1998,12
"16606","David","M",20861,1998,13
"16607","William","M",20825,1998,14
"16608","John","M",20608,1998,15
"16609","Zachary","M",20577,1998,16
"16610","Ryan","M",20193,1998,17
"16611","James","M",19679,1998,18
"16612","Anthony","M",19624,1998,19
"16613","Justin","M",17970,1998,20
"16939","Jacob","M",35344,1999,1
"16940","Michael","M",33900,1999,2
"16941","Matthew","M",30413,1999,3
"16942","Joshua","M",27249,1999,4
"16943","Nicholas","M",25633,1999,5
"16944","Christopher","M",25601,1999,6
"16945","Andrew","M",23847,1999,7
"16946","Joseph","M",23201,1999,8
"16947","Daniel","M",22667,1999,9
"16948","Tyler","M",22663,1999,10
"16949","Brandon","M",21598,1999,11
"16950","Ryan","M",21008,1999,12
"16951","Austin","M",20765,1999,13
"16952","William","M",20705,1999,14
"16953","John","M",20336,1999,15
"16954","David","M",20315,1999,16
"16955","Zachary","M",19980,1999,17
"16956","Anthony","M",19469,1999,18
"16957","James","M",18550,1999,19
"16958","Justin","M",18273,1999,20
"17653","Jacob","M",34462,2000,1
"17654","Michael","M",32025,2000,2
"17655","Matthew","M",28566,2000,3
"17656","Joshua","M",27529,2000,4
"17657","Christopher","M",24927,2000,5
"17658","Nicholas","M",24650,2000,6
"17659","Andrew","M",23629,2000,7
"17660","Joseph","M",22812,2000,8
"17661","Daniel","M",22304,2000,9
"17662","Tyler","M",21499,2000,10
"17663","William","M",20648,2000,11
"17664","Brandon","M",20334,2000,12
"17665","Ryan","M",20263,2000,13
"17666","John","M",20077,2000,14
"17667","Zachary","M",19848,2000,15
"17668","David","M",19745,2000,16
"17669","Anthony","M",19645,2000,17
"17670","James","M",17972,2000,18
"17671","Justin","M",17774,2000,19
"17672","Alexander","M",17278,2000,20
"17966","Jacob","M",32523,2001,1
"17967","Michael","M",29675,2001,2
"17968","Matthew","M",26794,2001,3
"17969","Joshua","M",26006,2001,4
"17970","Christopher","M",23117,2001,5
"17971","Nicholas","M",22839,2001,6
"17972","Andrew","M",22403,2001,7
"17973","Joseph","M",21990,2001,8
"17974","Daniel","M",20969,2001,9
"17975","William","M",20094,2001,10
"17976","Anthony","M",19727,2001,11
"17977","David","M",19327,2001,12
"17978","Tyler","M",19268,2001,13
"17979","John","M",18879,2001,14
"17980","Ryan","M",18285,2001,15
"17981","Zachary","M",18182,2001,16
"17982","Ethan","M",17959,2001,17
"17983","Brandon","M",17889,2001,18
"17984","James","M",17065,2001,19
"17985","Alexander","M",16713,2001,20
"18079","Jacob","M",30554,2002,1
"18080","Michael","M",28237,2002,2
"18081","Joshua","M",25975,2002,3
"18082","Matthew","M",25147,2002,4
"18083","Ethan","M",22103,2002,5
"18084","Andrew","M",22008,2002,6
"18085","Joseph","M",21884,2002,7
"18086","Christopher","M",21674,2002,8
"18087","Nicholas","M",21384,2002,9
"18088","Daniel","M",21302,2002,10
"18089","William","M",20115,2002,11
"18090","Anthony","M",19578,2002,12
"18091","David","M",18658,2002,13
"18092","Tyler","M",18260,2002,14
"18093","Alexander","M",17705,2002,15
"18094","Ryan","M",17656,2002,16
"18095","John","M",17436,2002,17
"18096","James","M",16950,2002,18
"18097","Zachary","M",16622,2002,19
"18098","Brandon","M",16270,2002,20
"18423","Jacob","M",29610,2003,1
"18424","Michael","M",27102,2003,2
"18425","Joshua","M",25084,2003,3
"18426","Matthew","M",23989,2003,4
"18427","Andrew","M",22143,2003,5
"18428","Ethan","M",21353,2003,6
"18429","Joseph","M",21348,2003,7
"18430","Daniel","M",21028,2003,8
"18431","Christopher","M",20735,2003,9
"18432","Anthony","M",20139,2003,10
"18433","William","M",19987,2003,11
"18434","Nicholas","M",19687,2003,12
"18435","Ryan","M",19570,2003,13
"18436","David","M",18603,2003,14
"18437","Tyler","M",18172,2003,15
"18438","Alexander","M",17704,2003,16
"18439","John","M",17217,2003,17
"18440","James","M",16887,2003,18
"18441","Dylan","M",15696,2003,19
"18442","Zachary","M",15537,2003,20
"18818","Jacob","M",27870,2004,1
"18819","Michael","M",25434,2004,2
"18820","Joshua","M",24181,2004,3
"18821","Matthew","M",22866,2004,4
"18822","Ethan","M",22201,2004,5
"18823","Andrew","M",21691,2004,6
"18824","Daniel","M",20963,2004,7
"18825","William","M",20219,2004,8
"18826","Joseph","M",20111,2004,9
"18827","Christopher","M",19617,2004,10
"18828","Anthony","M",19590,2004,11
"18829","Ryan","M",19485,2004,12
"18830","Nicholas","M",18504,2004,13
"18831","David","M",18369,2004,14
"18832","Alexander","M",17914,2004,15
"18833","Tyler","M",17436,2004,16
"18834","James","M",16446,2004,17
"18835","John","M",16435,2004,18
"18836","Dylan","M",14840,2004,19
"18837","Nathan","M",14621,2004,20
"19172","Jacob","M",25814,2005,1
"19173","Michael","M",23789,2005,2
"19174","Joshua","M",23231,2005,3
"19175","Matthew","M",21452,2005,4
"19176","Ethan","M",21300,2005,5
"19177","Andrew","M",20715,2005,6
"19178","Daniel","M",20197,2005,7
"19179","Anthony","M",19359,2005,8
"19180","Joseph","M",19193,2005,9
"19181","Christopher","M",19156,2005,10
"19182","William","M",19040,2005,11
"19183","Alexander","M",18106,2005,12
"19184","David","M",18093,2005,13
"19185","Ryan","M",17977,2005,14
"19186","Nicholas","M",17064,2005,15
"19187","Tyler","M",16979,2005,16
"19188","James","M",16118,2005,17
"19189","John","M",15757,2005,18
"19190","Jonathan","M",14430,2005,19
"19191","Nathan","M",14346,2005,20
"20041","Jacob","M",24820,2006,1
"20042","Michael","M",22620,2006,2
"20043","Joshua","M",22298,2006,3
"20044","Ethan","M",20498,2006,4
"20045","Matthew","M",20309,2006,5
"20046","Daniel","M",20043,2006,6
"20047","Andrew","M",19701,2006,7
"20048","Christopher","M",19659,2006,8
"20049","Anthony","M",19388,2006,9
"20050","William","M",18938,2006,10
"20051","Joseph","M",18422,2006,11
"20052","Alexander","M",18212,2006,12
"20053","David","M",17609,2006,13
"20054","Ryan","M",16422,2006,14
"20055","Noah","M",16320,2006,15
"20056","James","M",16225,2006,16
"20057","Nicholas","M",15661,2006,17
"20058","Tyler","M",15528,2006,18
"20059","John","M",15152,2006,19
"20060","Logan","M",15136,2006,20
"20545","Jacob","M",24245,2007,1
"20546","Michael","M",21957,2007,2
"20547","Ethan","M",21013,2007,3
"20548","Joshua","M",20637,2007,4
"20549","Daniel","M",20228,2007,5
"20550","Christopher","M",19995,2007,6
"20551","Anthony","M",19605,2007,7
"20552","William","M",18866,2007,8
"20553","Matthew","M",18719,2007,9
"20554","Andrew","M",18435,2007,10
"20555","Alexander","M",18127,2007,11
"20556","David","M",17505,2007,12
"20557","Joseph","M",17311,2007,13
"20558","Noah","M",16580,2007,14
"20559","James","M",15937,2007,15
"20560","Ryan","M",15700,2007,16
"20561","Logan","M",15310,2007,17
"20562","Jayden","M",15220,2007,18
"20563","John","M",14417,2007,19
"20564","Nicholas","M",14348,2007,20
"20435","Jacob","M",22560,2008,1
"20436","Michael","M",20580,2008,2
"20437","Ethan","M",20194,2008,3
"20438","Joshua","M",19177,2008,4
"20439","Daniel","M",18977,2008,5
"20440","Alexander","M",18676,2008,6
"20441","Anthony","M",18374,2008,7
"20442","William","M",18372,2008,8
"20443","Christopher","M",17920,2008,9
"20444","Matthew","M",17568,2008,10
"20445","Jayden","M",17122,2008,11
"20446","Andrew","M",16739,2008,12
"20447","Joseph","M",16539,2008,13
"20448","David","M",16293,2008,14
"20449","Noah","M",15771,2008,15
"20450","Aiden","M",15566,2008,16
"20451","James","M",15143,2008,17
"20452","Ryan","M",14668,2008,18
"20453","Logan","M",13834,2008,19
"20454","John","M",13303,2008,20
"20158","Jacob","M",21133,2009,1
"20159","Ethan","M",19828,2009,2
"20160","Michael","M",18899,2009,3
"20161","Alexander","M",18211,2009,4
"20162","William","M",17890,2009,5
"20163","Joshua","M",17611,2009,6
"20164","Daniel","M",17518,2009,7
"20165","Jayden","M",17247,2009,8
"20166","Noah","M",17218,2009,9
"20167","Christopher","M",16326,2009,10
"20168","Anthony","M",16276,2009,11
"20169","Aiden","M",15995,2009,12
"20170","Matthew","M",15959,2009,13
"20171","David","M",15417,2009,14
"20172","Joseph","M",14883,2009,15
"20173","Andrew","M",14837,2009,16
"20174","Logan","M",14436,2009,17
"20175","James","M",14170,2009,18
"20176","Ryan","M",13096,2009,19
"20177","Benjamin","M",13095,2009,20
"19792","Jacob","M",22074,2010,1
"19793","Ethan","M",17984,2010,2
"19794","Michael","M",17291,2010,3
"19795","Jayden","M",17137,2010,4
"19796","William","M",17024,2010,5
"19797","Alexander","M",16737,2010,6
"19798","Noah","M",16416,2010,7
"19799","Daniel","M",15806,2010,8
"19800","Aiden","M",15509,2010,9
"19801","Anthony","M",15461,2010,10
"19802","Joshua","M",15400,2010,11
"19803","Mason","M",14819,2010,12
"19804","Christopher","M",14236,2010,13
"19805","Andrew","M",14213,2010,14
"19806","David","M",14158,2010,15
"19807","Matthew","M",14092,2010,16
"19808","Logan","M",14009,2010,17
"19809","Elijah","M",13861,2010,18
"19810","James","M",13833,2010,19
"19811","Joseph","M",13785,2010,20
"19534","Jacob","M",20310,2011,1
"19535","Mason","M",19478,2011,2
"19536","William","M",17298,2011,3
"19537","Jayden","M",16939,2011,4
"19538","Noah","M",16824,2011,5
"19539","Michael","M",16716,2011,6
"19540","Ethan","M",16657,2011,7
"19541","Alexander","M",15672,2011,8
"19542","Aiden","M",15460,2011,9
"19543","Daniel","M",15232,2011,10
"19544","Anthony","M",14236,2011,11
"19545","Matthew","M",14136,2011,12
"19546","Elijah","M",13919,2011,13
"19547","Joshua","M",13709,2011,14
"19548","Liam","M",13415,2011,15
"19549","Andrew","M",13242,2011,16
"19550","James","M",13215,2011,17
"19551","David","M",13177,2011,18
"19552","Benjamin","M",13034,2011,19
"19553","Christopher","M",12960,2011,20
"19452","Jacob","M",18999,2012,1
"19453","Mason","M",18920,2012,2
"19454","Ethan","M",17621,2012,3
"19455","Noah","M",17275,2012,4
"19456","William","M",16818,2012,5
"19457","Liam","M",16756,2012,6
"19458","Michael","M",16076,2012,7
"19459","Jayden","M",16069,2012,8
"19460","Alexander","M",15182,2012,9
"19461","Aiden","M",14840,2012,10
"19462","Daniel","M",14209,2012,11
"19463","Matthew","M",13917,2012,12
"19464","Elijah","M",13786,2012,13
"19465","James","M",13351,2012,14
"19466","Anthony","M",13144,2012,15
"19467","Benjamin","M",12773,2012,16
"19468","Joshua","M",12587,2012,17
"19469","Andrew","M",12566,2012,18
"19470","Joseph","M",12481,2012,19
"19471","David","M",12478,2012,20
"19115","Noah","M",18090,2013,1
"19116","Liam","M",18002,2013,2
"19117","Jacob","M",17976,2013,3
"19118","Mason","M",17591,2013,4
"19119","William","M",16495,2013,5
"19120","Ethan","M",16127,2013,6
"19121","Michael","M",15366,2013,7
"19122","Alexander","M",14771,2013,8
"19123","Jayden","M",14656,2013,9
"19124","Daniel","M",14140,2013,10
"19125","Elijah","M",13626,2013,11
"19126","Aiden","M",13527,2013,12
"19127","James","M",13416,2013,13
"19128","Benjamin","M",13373,2013,14
"19129","Matthew","M",13226,2013,15
"19130","Jackson","M",12488,2013,16
"19131","Logan","M",12270,2013,17
"19132","David","M",12226,2013,18
"19133","Anthony","M",12164,2013,19
"19134","Joseph","M",12095,2013,20
